[402725    403310]
[516113    409765]
[441118    408636]
[456510    422926]
[403983    400956]
[321457    418287]
[455629    423554]
[492918    411027]
[480708    397762]
[429124    435679]
[434515    401230]
[442310    401921]
[418932    434763]
[408520    455166]
[477859    424472]
[442097    408794]
[439356    406415]
[434868    408711]
[349109    394420]
[521946    360719]
[368540    471484]
[437100    417067]
[824024    787559]
[818289    831273]
[789530    721998]
[771382    788167]
[749027    756974]
[764417    779711]
[762530    788411]
[734155    862290]
[907608    756878]
[804149    811987]
[768308    793393]
[766978    802312]
[760455    812471]
[814173    835300]
[750960    717743]
[749274    831911]
[805217    730053]
[752714    827633]
[745527    747746]
[732176    931588]
[783266    775643]
[666327    785996]
[783665    868106]
[705913    803026]
[789561    784563]
[805776    839319]
[763153    794604]
[741625    894463]
[743052    830814]
[624129    759255]
[774908    838742]
[769663    772884]
[720595    745032]
[731788    697118]
[760001    813633]
[776071    759063]
[701512    876777]
[792070    727537]
[847770    773529]
[741044    789504]
[725853    847961]
[854093    770793]
[760329    790509]
[793849    797489]
[737163    796121]
[758922    810408]
[679341    775488]
[732038    838729]
[872456    769425]
[790706    721114]
[742174    861372]
[838655    700402]
[829638    794205]
[833098    688619]
[751465    774399]
[754485    774571]
[765355    793480]
[768255    782765]
[758763    788610]
[693722    855432]
[749178    808367]
[727290    738567]
[790703    798093]
[745800    780114]
[696935    801426]
[776006    816488]
[798729    741893]
[738759    848362]
[657483    727026]
[741646    775489]
[686728    768701]
[835956    878936]
[723120    783200]
[764925    781215]
[812315    821918]
[801376    742348]
[884411    649033]
[759868    818710]
[828551    747254]
[784097    692956]
[765735    777773]
[854530    642161]
[781607    785314]
[682858    802663]
[720775    788062]
[703244    790894]
[699054    756195]
[805405    778565]
[764916    792332]
[798004    743676]
[781320    708973]
[762092    786522]
[726689    843276]
[591764    940347]
[798659    759452]
[757467    802343]
[763615    803502]
[806395    823798]
[858215    679541]
[882228    748981]
[785688    814117]
[732616    795574]
[745289    783219]
[773747    776875]
[837361    760711]
[710031    846700]
[693194    900410]
[773634    768375]
[729644    874348]
[774575    794290]
[761881    793879]
[766882    782124]
[751499    867089]
[848325    674697]
[752329    837530]
[829941    822767]
[715095    711960]
[783521    887957]
[692474    845855]
[821839    765086]
[821064    822414]
[734246    707053]
[709072    829554]
[724017    864672]
[737954    918027]
[785876    739373]
[781226    853391]
[800367    863227]
[765540    786896]
[766741    798072]
[779010    778429]
[782740    776580]
[774434    783593]
[734424    794141]
[939561    773864]
[837042    751041]
[820757    748773]
[777890    811903]
[636129    852106]
[907393    721034]
[747144    842991]
[754962    773723]
[772489    759886]
[787451    777554]
[714796    837285]
[827687    794675]
[784870    688481]
[736476    723806]
[699134    798736]
[738517    783694]
[762562    792421]
[755334    799969]
[696322    735102]
[862543    688819]
[603650    846384]
[767807    871104]
[768428    799924]
[716876    789640]
[765861    799774]
[692652    774628]
[860150    838700]
[787095    657128]
[906023    826024]
[866204    758084]
[759297    836489]
[760256    850092]
[663395    778483]
[807617    844396]
[871138    795761]
[799735    779632]
[795817    876432]
[695635    804521]
[757678    833741]
[862414    660256]
[778712    709770]
[759317    794819]
[734602    733992]
[815780    678303]
[778391    757064]
[795959    813541]
[720867    890091]
[656205    790465]
[703888    706743]
[772531    784268]
[781158    814333]
[723266    845676]
[836878    702128]
[886245    844062]
[711054    768680]
[711186    828040]
[841019    693715]
[860822    782226]
[763097    794878]
[783731    834547]
[761020    776267]
[763465    792532]
[715678    778073]
[794812    741758]
[737390    763744]
[813455    756834]
[858697    810783]
[767769    811649]
[833219    815682]
[824631    680858]
[765311    803570]
[674347    743027]
[861998    669682]
[677934    712884]
[709556    846146]
[784112    765147]
[607315    763008]
[669205    826892]
[774223    726412]
[763106    794287]
[767305    786774]
[841139    830204]
[701020    787352]
[868104    812458]
[700632    770064]
[734745    797339]
[785038    775065]
[745266    834527]
[793593    749967]
[856702    789298]
[770620    786990]
[782436    771494]
[762122    792489]
[754597    712212]
[788027    799038]
[756084    798397]
[745529    747285]
[880628    829478]
[774302    898594]
[670994    722867]
[769293    792448]
[773696    794736]
[868662    815464]
[769511    752763]
[729697    841805]
[851914    787452]
[729589    682475]
[814895    724796]
[831528    799294]
[769697    795809]
[785288    795240]
[686585    751748]
[834294    765964]
[816281    728672]
[893213    799516]
[682620    736749]
[772384    795690]
[847831    818531]
[781802    746718]
[732072    895412]
[751451    781436]
[746835    750652]
[758865    790386]
[680766    884233]
[694431    873552]
[801531    841983]
[788086    816938]
[745578    679666]
[915239    797756]
[765027    811957]
[634540    742794]
[784288    781699]
[789582    798790]
[788487    731313]
[868336    693070]
[765596    793374]
[773953    811832]
[798002    830921]
[679889    767482]
[755964    816047]
[847256    746461]
[799370    816251]
[806937    773661]
[824361    744995]
[741997    795885]
[776770    757344]
[773402    789866]
[650471    744837]
[815718    846105]
[742318    897152]
[824454    718060]
[816781    826068]
[869148    827393]
[783429    715692]
[840160    800326]
[766167    801324]
[827484    760498]
[626791    816108]
[696018    768899]
[782199    826208]
[756279    793816]
[729195    776202]
[653417    947322]
[766681    774557]
[900668    744312]
[777817    797381]
[721426    856173]
[819081    787946]
[767029    783094]
[800262    733570]
[761616    771503]
[791588    800488]
[765561    751377]
[821350    755248]
[769917    779079]
[763661    792673]
[785170    686138]
[721871    839182]
[734408    799812]
[693945    815312]
[666851    792912]
[730816    836341]
[740100    790097]
[761947    769338]
[724642    874456]
[827223    794418]
[658796    834673]
[774753    743673]
[352440    591366]
[368188    602688]
[306143    572842]
[434638    580776]
[430386    603025]
[397070    538156]
[239697    551539]
[400578    583900]
[359533    591107]
[291128    618687]
[388067    485773]
[246232    596373]
[367642    603960]
[373016    533577]
[350814    700642]
[343918    637750]
[265191    620553]
[383825    497647]
[444121    620876]
[368420    599288]
[307867    555034]
[342262    669768]
[354657    591749]
[387020    577132]
[304776    409398]
[300545    426496]
[370584    568695]
[427786    550297]
[375517    564247]
[301168    527030]
[340239    700854]
[365195    604735]
[373809    573829]
[393647    509849]
[344429    457456]
[363379    551368]
[393409    594209]
[351818    589158]
[369125    536966]
[298844    550555]
[368487    573051]
[368618    532592]
[358595    591279]
[433287    738044]
[385797    634982]
[399309    570386]
[392533    535907]
[372787    597191]
[468178    649024]
[424925    619883]
[455389    512860]
[367536    556687]
[243688    551373]
[365655    574231]
[342357    633859]
[356416    592273]
[381262    644117]
[396104    555689]
[320718    575026]
[307209    579017]
